,name,artists:name,id,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
36,Blinding Lights (with ROSALÍA) - Remix,"The Weeknd, ROSALÍA",7MXgrcOQAJ5VwSNUL0lDd3,216123,0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903,4
42,Mine Right Now,Sigrid,7tXVinnObIsXWivwuCHWzl,203570,0.515,0.607,0,-5.878,1,0.0654,0.000952,2.31e-05,0.19,0.44,158.815,3
48,"love, or the lack thereof",Isaac Dunbar,07s5wOe2qlyWWsf5I5gRxd,187800,0.672,0.681,1,-7.281,1,0.161,0.137,0.0,0.0893,0.38,115.048,4
4,heartbreak of america,lovelytheband,2eDPPdUESqwN8AsSBNjzZ3,195821,0.62,0.881,5,-5.443,0,0.138,0.00325,0.0,0.353,0.684,146.06,4
10,Set On Fire - Acoustic,MAGIC GIANT,184ABCzM255iwsHGZ0J0W5,239013,0.47,0.33,2,-10.23,1,0.0324,0.843,0.0518,0.105,0.241,79.668,4
16,"Check Yes, Juliet",We The Kings,0wVluBsVAVzBKrqspuCcwR,220146,0.352,0.912,7,-4.253,1,0.0725,0.00197,0.0,0.193,0.351,166.795,4
22,Dream of Me,Vinyl Theatre,1Mf1g7ppQdS60FxrrSBBVc,222013,0.439,0.31,0,-8.544,1,0.0334,0.824,0.0,0.301,0.181,120.055,4
28,Hot Sugar,Glass Animals,5B9t3xqRqNzyb7MDNXOReG,234865,0.705,0.487,0,-9.456,0,0.0587,0.0837,0.028,0.303,0.34,88.616,4
34,Tasty,Anarbor,5aw75LeCaYxFj38vpmCpnH,189954,0.638,0.742,6,-7.161,1,0.0498,0.0802,0.0,0.118,0.206,109.98,4
40,Everyone Changes,"Kodaline, Gabrielle Aplin",2KaQEJkUtdhmHBc1ERzlRB,208956,0.455,0.612,8,-8.373,1,0.045,0.42,0.000413,0.0958,0.302,143.994,4
46,Helium,Glass Animals,1yOc6FBOVD6zBwOMxiSEEv,328232,0.289,0.307,4,-16.036,1,0.0452,0.854,0.275,0.255,0.0477,96.516,4
2,Funeral,Handsome Ghost,7101lDYzFuMrVFudRnLyub,268116,0.621,0.244,0,-9.244,1,0.0266,0.827,0.000811,0.189,0.165,96.048,4
8,Silver Lining,Mt. Joy,0i5QVxsK3IvEDbUjTA64Li,198600,0.541,0.616,0,-6.53,1,0.028,0.00114,1.09e-06,0.151,0.203,144.218,4
14,decide to be happy,MisterWives,4npip0lZeQAbj1epad3oCu,207493,0.592,0.804,5,-5.11,0,0.0545,0.21,0.0,0.318,0.554,74.98,4
20,One Step Away,Moon Taxi,5RNz6JN15Sp5tRla7KIau6,196480,0.661,0.868,4,-6.544,0,0.0631,0.0101,3.21e-06,0.107,0.394,121.968,4
26,OMG Plz Don't Come Around - Smallpools Remix,"THE DRIVER ERA, Smallpools",3aZnErfW3ss417wunD3C09,179635,0.614,0.924,7,-4.734,1,0.0358,0.0414,0.0825,0.176,0.657,117.996,4
32,Coastline,Hollow Coves,2KCqAdd2ad0hpJc5ySoTE8,233973,0.67,0.496,2,-11.23,1,0.0277,0.627,0.00325,0.0584,0.427,100.17,4
38,Friend Like You,WILD,6AhrsqaDckAHlfJuTSI9O9,176842,0.741,0.484,0,-7.158,1,0.0429,0.0472,0.0,0.13,0.476,95.007,4
44,Black Mambo,Glass Animals,7bfjVe06NIMNzE9G2cO5fO,248920,0.675,0.41,0,-10.699,0,0.0444,0.298,0.000679,0.133,0.301,79.998,4
0,comehangoutcuzimagoodtime,Walkabout,09s8UzqAWCxZUVl0nM3ygC,159833,0.732,0.746,6,-7.497,1,0.0372,0.0181,0.0284,0.652,0.186,89.988,4
6,Amy,Radio Fantasy,64fzBx4weV1upmb4RFQvkN,166800,0.658,0.74,7,-6.412,1,0.12,0.295,0.0,0.12,0.686,100.136,4
12,Less Than I Do,The Band CAMINO,4D7hWrWdoVToQ7Kpy0alI1,211694,0.524,0.579,9,-6.939,1,0.0521,0.0198,3.41e-06,0.103,0.462,76.991,4
18,i need to be alone.,girl in red,7LBfVMw4MNNGCLGmXeuDv6,176500,0.513,0.546,10,-10.384,1,0.0331,0.267,0.00333,0.235,0.584,148.031,4
24,If Only for Tonight,Vacation Manor,3QpriHKwwUMtNttrCs87zO,295281,0.526,0.765,1,-7.142,1,0.026,0.00876,0.0215,0.129,0.622,147.004,4
30,A Little Bit Yours,JP Saxe,00cBcYOlnHoXX9ver3cmdE,225680,0.598,0.295,1,-8.553,1,0.0276,0.735,0.0,0.107,0.314,87.025,4
36,Your Reality,Dan Salvato,65X2rKeXgVceqex382wfuL,181427,0.743,0.206,0,-16.92,1,0.0328,0.629,0.042,0.195,0.608,105.005,4
42,Spiders,Run River North,75LW3ygJkAOnHLRW6okBSN,198040,0.663,0.435,1,-7.2,1,0.0278,0.0912,0.0,0.0539,0.391,92.016,4
48,T-Shirt Weather,Circa Waves,1gR9y60Vr70iUtfC61JIXH,192120,0.422,0.95,4,-4.603,1,0.0661,0.00145,1.1e-05,0.245,0.472,160.02,4
4,Sell the Furniture,Dan Mills,4FXJkr2BPNeSmNkrKKXW1z,253200,0.435,0.396,8,-13.565,1,0.044,0.661,0.182,0.11,0.415,165.111,4
10,The Prince,Madeon,5MT2w1BexEAWjJ62OOHE6q,222809,0.61,0.781,2,-5.694,0,0.0379,0.00361,0.135,0.323,0.299,95.003,4
16,Drive Away,"The Brummies, Kacey Musgraves",5tw8ebBDTShqoCDzfIpZEo,274325,0.472,0.627,5,-4.823,0,0.0326,0.154,3.47e-05,0.0768,0.536,104.478,4
22,For Us,Arctic Lake,6Epdo0hJlIF5Mm2mrjv2sd,177445,0.598,0.446,7,-8.751,1,0.0315,0.457,2.79e-05,0.118,0.0961,82.036,4
28,California,Grimes,3zxqTbepxLQesm41y2NoE4,198337,0.468,0.647,6,-7.966,1,0.064,0.00185,0.000266,0.266,0.466,203.86,4
34,Grim Mary,"1990nowhere, Olivver the Kid, Olen, Lostboycrow",54q1U6CG8oY5iJCbSuDIOG,200757,0.596,0.831,8,-3.615,1,0.0275,0.105,2.4e-06,0.0753,0.487,98.988,4
40,Cops,JR JR,3LfVpuC7hDeHBsa34tefYT,176309,0.646,0.641,9,-8.454,1,0.0709,0.344,1.05e-06,0.19,0.688,141.879,4
46,Love & War in Your Twenties,Jordy Searcy,2NU2U0wWzGtZtuu1QsacOb,250547,0.736,0.525,2,-9.694,1,0.0296,0.22,0.00152,0.127,0.529,102.987,4
2,Limit of Love - Acoustic,Boy & Bear,6X2uBaXcKXUOceq2f8cbgY,220853,0.706,0.551,9,-7.582,0,0.0283,0.609,0.0,0.182,0.47,118.366,4
8,Elevate,St. Lucia,0pBLfQ5JBjh12H6DGZjMwM,308360,0.541,0.982,2,-4.908,1,0.106,0.00767,0.000809,0.291,0.723,104.035,4
14,Hands Down Olivia,Super American,09hBncDVrluWW1K4EkhnAy,156905,0.679,0.514,10,-8.079,1,0.0318,0.00652,1.95e-06,0.054,0.96,94.986,4
20,Night Shade,Coral Bones,6GAV9Rc3i88Ea6zBk6E9ZU,204068,0.563,0.802,7,-6.276,1,0.0278,0.00449,3.97e-05,0.298,0.291,99.977,4
26,Forever Love,Brothers + Company,1Tstz6KHdiwv1xD5AeXHln,223652,0.438,0.648,4,-7.314,1,0.0317,0.069,0.0,0.153,0.139,92.013,4
32,There's Still A Light In The House,Valley,4MIPNDbxVPWdLwH6A4nsiY,203106,0.62,0.655,4,-8.525,1,0.0455,0.024,4.19e-05,0.301,0.335,109.987,4
38,Always Like This,Bombay Bicycle Club,73M2Vb5MfZh8iGKudkMtlw,245640,0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,4
44,House Fire,Someone Still Loves You Boris Yeltsin,6qPnHotmUk3Z4JPkwXBqJj,199813,0.638,0.43,4,-8.997,0,0.0288,0.0358,0.17,0.275,0.316,87.589,4
0,Shelter,Broken Bells,5C5Fle0gDOcUchmj4RgVH5,239010,0.466,0.857,2,-6.509,1,0.0375,0.00658,0.018,0.173,0.56,170.002,4
6,Prophet,Bjéar,3xzxAQhxzyAx09d9xSWQP7,283434,0.276,0.52,0,-8.483,1,0.0417,0.287,2.98e-06,0.11,0.088,139.057,4
12,Downtown Fool Around,Smallpools,3RieYNLReLwte6mwLASyja,189800,0.647,0.984,11,-4.73,0,0.0445,0.0337,0.083,0.0763,0.914,124.002,4
18,Rest My Bones,The Northern Empty,7dfJGeGLIJ6BjcSR2AfgTJ,217912,0.576,0.695,5,-5.781,1,0.0352,0.114,1.02e-06,0.101,0.478,119.903,4
24,New Best Friend,Neon Trees,0GwmWHT6w2yLfxL37AJq2F,223195,0.57,0.758,7,-4.983,1,0.0316,0.0002,5.15e-06,0.0822,0.238,119.98,4
30,Not Gonna Take Me,BAILEN,74R7xhfKhgWfCevFkwaLDs,216213,0.669,0.688,9,-5.585,1,0.0553,0.0134,2.86e-06,0.331,0.46,123.864,4
36,Honeybee,The Head And The Heart,5CalS8Gn69OOrR9aiw0ZO9,196055,0.642,0.52,9,-7.886,1,0.0387,0.118,0.000509,0.552,0.488,136.014,4
42,Shatter in the Night,Vesperteen,7ssEICwQTzQKO1asSLiPYt,205272,0.425,0.803,5,-4.817,1,0.0542,6e-05,0.0039,0.0945,0.424,172.048,4
48,Sun,Two Door Cinema Club,5saMo1BtSHW111VrurVHe8,187720,0.65,0.528,4,-5.642,0,0.0288,0.00927,0.000419,0.111,0.595,96.967,4
4,Don't Cry,Tors,2dj6LLARh5aiNWTeUi0Jex,182437,0.553,0.719,4,-7.737,1,0.0461,0.316,0.0,0.0975,0.589,159.865,4
10,It's Alright,Mother Mother,1NCZMAnGrzUmpBzkBlJjNw,175000,0.711,0.382,8,-10.146,1,0.04,0.625,0.0,0.241,0.62,128.023,4
16,Drummer Boy,MisterWives,7tpJvC1WpUPJ6sD2pQqHpb,240266,0.633,0.831,9,-4.803,1,0.037,0.0271,7.23e-06,0.292,0.426,125.036,4
22,Waiting on You,Vista Kicks,6a7Wf0Gxc2f2a5OjeVW8k6,228000,0.652,0.836,3,-4.634,1,0.0442,0.132,0.000106,0.44,0.667,128.067,4
28,Riverside,"James Spaite, Savs",1xABVr1gbAex6iiKx5zdFz,186315,0.651,0.499,2,-7.674,1,0.0425,0.148,0.0,0.25,0.567,75.998,4
34,Lonely Star,Oh Wonder,27aQ9yVJ9w1Wzqe0DYSoH0,237386,0.487,0.277,1,-15.566,0,0.227,0.881,0.0151,0.0857,0.211,84.113,4
40,Weight of the World,Jeff Pianki,3Td2IKZl3l03OnnYNF6S9F,128053,0.709,0.615,11,-9.956,1,0.0539,0.259,6.51e-05,0.0923,0.766,119.93,4
46,Dreamer,seth arlan,5HeoxBdQt6sd0CZOgOELoZ,188000,0.678,0.646,7,-8.821,1,0.0454,0.0541,0.0135,0.0732,0.905,159.006,4
2,Young Liars,TV On The Radio,2x24uEfWPzORC6r7FdjBFz,312280,0.473,0.691,0,-7.984,1,0.0248,0.0312,0.00404,0.147,0.421,82.118,3
8,Green Lights,Walden,7A1VQlSUzBHUBs7IyytLvD,234998,0.266,0.726,9,-6.799,0,0.0378,0.0717,0.117,0.103,0.284,94.902,4
14,I Hope I Get There,Noah Floersch,2ZfbpMTeUTLLnWutix3xgd,186500,0.692,0.5,7,-17.999,1,0.0567,0.532,6.17e-05,0.0998,0.665,120.011,4
20,because of you - acoustic version,Lewis Watson,6J30Bkg1XUKzE7sW8kV8yS,203093,0.567,0.203,4,-10.442,1,0.0484,0.907,0.0,0.0987,0.232,140.596,4
26,The Mother We Share,CHVRCHES,2pE0CMK1fE3mfU0eEOHhKw,191293,0.46,0.686,1,-6.43,1,0.0301,0.0324,4.45e-06,0.126,0.338,173.829,4
32,The Thrill,Yam Haus,3li181sHujZydItKhsrHdn,194697,0.755,0.634,11,-5.086,0,0.0361,0.00537,0.0,0.116,0.517,102.949,4
38,broken people,almost monday,0GOffguGbp8RViiVFaPCU2,202662,0.758,0.723,9,-3.618,0,0.0764,0.0723,0.000656,0.0747,0.589,116.016,4
44,Arms,The Paper Kites,48HT7Zzd3We4ZjG82lsbdK,203560,0.41,0.141,2,-18.564,1,0.0337,0.931,0.0898,0.118,0.239,149.884,4
0,Shaky in the Knees,Grizfolk,6hK0SJ7bCPSlmXB9yGVTr5,209480,0.591,0.601,7,-7.222,1,0.0269,0.19,0.00263,0.0958,0.515,117.076,3
6,Something Unreal,The Script,6CS7hNTlgl3uKLiBm7LGb1,211653,0.572,0.775,0,-4.828,1,0.0587,0.00259,1.01e-05,0.139,0.501,133.914,4
12,Dopamine,BØRNS,62ZXL1CWLJDiDWUZUhfLfU,224373,0.551,0.813,5,-4.25,1,0.0621,0.0155,5.82e-06,0.105,0.568,97.557,4
18,slow motion,flor,429dLeFfHyna5WoRtYf5Su,187824,0.703,0.593,11,-6.568,1,0.0369,0.796,0.0168,0.102,0.333,115.96,4
24,So Predictable,Set It Off,5Jn0J4WJPKS7U8ytXvkUpO,181332,0.564,0.867,5,-3.238,0,0.0541,0.11,0.0,0.155,0.505,150.004,4
30,Monsters in the Dark,MyKey,6k76n9LBEvG45xamqR7BSP,195250,0.76,0.926,8,-4.157,1,0.0629,0.348,5.23e-05,0.906,0.877,113.987,4
36,Papercuts,Tedious & Brief,56rrhgNfHVCBajR2Y11vjb,257139,0.431,0.421,5,-9.454,1,0.0534,0.386,0.00269,0.097,0.292,124.977,4
42,One More Time with Feeling,Regina Spektor,2fkrDkTuosP05G4qTIcr0B,237080,0.814,0.394,0,-10.271,1,0.0433,0.376,0.000295,0.156,0.232,119.083,4
48,Goodmorning,Bleachers,1K13OsIMc0HLgEJHZoWH78,193413,0.629,0.448,2,-9.534,1,0.102,0.579,0.0,0.131,0.515,79.993,4
4,Someone To Call My Own,The Montagu,3zhKcpG0DBWBHmskqwuT71,185182,0.357,0.514,5,-7.75,1,0.0276,0.0192,5.58e-06,0.119,0.286,164.164,4
10,Face the Night,Tennyson,054m8vGuYiKmD4AoCxMdr9,270662,0.542,0.719,8,-8.277,1,0.112,0.384,0.0351,0.188,0.444,125.991,4
16,Warm Animal - Acoustic,Sure Sure,5vuGE0TJlQAJ21eCzSCErg,180104,0.673,0.313,5,-8.811,1,0.0383,0.581,8.16e-06,0.104,0.803,145.815,4
22,Shampoo Bottles,Peach Pit,4whYKrpVKvvaucBF0vtPuQ,224266,0.648,0.436,8,-9.578,1,0.0275,0.0232,0.0,0.0944,0.333,107.019,4
28,Lights in the City,The National Parks,2Vi6Ar8PteV4HmwY5SJj3Y,207500,0.518,0.841,11,-5.612,1,0.0467,0.0217,3.07e-05,0.296,0.433,135.022,4
34,Bad Decisions,Bastille,4OAxg8dC0yvuTp2A6vHrPF,189728,0.635,0.741,8,-6.618,0,0.0269,0.0502,0.0,0.0859,0.659,93.966,4
40,Islands,"Hey Ocean!, Ashleigh Ball",6QejNKLkSVY4Kqt3w5numd,284800,0.521,0.478,5,-9.972,1,0.0266,0.795,0.00126,0.0825,0.452,94.998,4
46,High Hopes,Kodaline,5rZXBHUU2qz7huEckTwpqo,230266,0.488,0.487,4,-6.371,1,0.0307,0.577,0.0,0.193,0.217,77.344,4
2,Holiday in Danville,Hunter Hunted,77sRwm6Y8K3XCvsG6d6SfY,190657,0.513,0.229,7,-13.396,1,0.0343,0.959,5.32e-06,0.12,0.226,75.996,4
8,Without You,Oh Wonder,0IVHlst3XMgzXUJbIyZ8oO,224740,0.639,0.465,11,-7.247,0,0.0696,0.27,1.45e-06,0.124,0.319,86.994,4
14,Follow Your Arrow,Kacey Musgraves,4CLPNURPcKztF9RRdcWLGP,199640,0.448,0.649,5,-5.925,1,0.0434,0.418,0.0,0.0976,0.575,195.925,4
20,Subaru Crosstrek XV,Hobo Johnson,5bQ1qgqZhpCS9RQCUZaqBO,154932,0.826,0.528,8,-8.326,1,0.344,0.0357,0.0,0.605,0.539,99.966,4
26,Hannah Hunt,Vampire Weekend,3t87C08isN6yw2DnWOorLm,237973,0.345,0.313,4,-10.098,1,0.0681,0.717,0.000822,0.1,0.164,207.969,4
32,Breathe,Dom Fera,5aHb9Wo4BhRjZNdDHXtLBN,201242,0.602,0.838,2,-5.835,1,0.0374,0.554,0.0,0.233,0.59,117.951,4
38,Vámono,Buscabulla,623mI2F1iCO4cqGbv6WUVn,208329,0.672,0.733,2,-8.457,1,0.0313,0.112,0.373,0.0764,0.337,111.436,4
44,Another Place,"Bastille, The Chamber Orchestra Of London",5JovQzN887XlkVlpjkudIf,257626,0.318,0.335,8,-9.381,1,0.0339,0.816,0.0,0.521,0.29,114.76,5
0,Over,Jango Feraro,2g3XZIaWdZlMtVlUnWN6Lb,257079,0.73,0.47,3,-9.997,1,0.0353,0.0271,0.573,0.0621,0.821,114.97,4
6,The Distance,Fever Dolls,5ZUFK4as3PAE0v45VXjmd9,238232,0.475,0.803,10,-5.634,1,0.0518,0.0103,2.75e-06,0.569,0.535,157.065,4
12,I CHOOSE YOU,Adam Melchor,6YRLMz4DOqNtGCvqGR2E0N,217807,0.562,0.713,11,-4.903,1,0.0277,0.282,3.94e-06,0.391,0.474,135.119,3
18,Clouds,BØRNS,03v70ZBxmcPX3RWAZMzqaW,190253,0.644,0.478,11,-6.469,1,0.0529,0.194,0.00376,0.106,0.496,159.898,4
24,Confess,EMEFE,1JdqGFUqsCkQQA0i868079,303542,0.613,0.844,11,-8.0,0,0.0882,0.149,0.169,0.363,0.886,164.807,4
30,Bravado,Yoke Lore,0PLtvjwJA5iIcwsaauel2I,226055,0.512,0.346,11,-12.793,1,0.0284,0.606,0.178,0.102,0.117,141.863,4
36,Marceline The Vampire,Steppes,2p975L9RyQFC95S1cJimnk,175126,0.518,0.872,2,-4.413,1,0.039,0.00216,0.00552,0.152,0.578,127.914,4
42,True Loves,Hooray For Earth,48ICCHpQPeXg8pKwQQKOhe,209760,0.535,0.94,2,-3.372,1,0.184,0.00117,0.0237,0.1,0.39,140.008,4
48,A Phone Call In Amsterdam,Valley,5voLEcwp6FlI2iyonUOHXt,233373,0.523,0.643,1,-7.895,1,0.0341,0.00518,0.0,0.318,0.378,100.028,4
4,Every Single Night,password:password,7wdriMSiukivO90MfDoUF1,248058,0.515,0.635,0,-9.977,1,0.0254,0.0214,0.0048,0.199,0.458,84.017,4
10,So Hot You're Hurting My Feelings,Caroline Polachek,5B6Kjha6RRIMWGN7zGsAaT,183861,0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01e-05,0.121,0.847,111.975,4
16,Sincerity Is Scary,The 1975,6HguG9HRb1Ke1bhihfE4m8,225955,0.664,0.524,2,-5.178,1,0.0283,0.0495,8.18e-06,0.075,0.475,91.027,4
22,I Wonder,Bay Ledges,36bTqrFEfenj3Z35uzjF6r,196811,0.772,0.541,1,-9.386,1,0.0374,0.0177,0.248,0.0924,0.625,119.012,4
28,Future Retro Super Soul,Jane Holiday,6YDqsBFVkNdrsgCkzBDItj,183000,0.677,0.656,9,-13.868,0,0.0308,0.00778,0.0,0.0818,0.955,119.969,4
34,Somebody Better,The Million,6Sciu3OE4WwJF5l0pMWjZV,205512,0.752,0.779,0,-5.648,0,0.0309,0.598,0.0,0.265,0.921,107.991,4
40,the end,MisterWives,6VlCVPEdRRqDW21XeGudvw,194893,0.526,0.886,9,-3.043,1,0.0552,1.63e-05,0.0583,0.315,0.315,126.998,4
46,Something About Us,Pomplamoose,1RBVIqIW1Ka6uMvRkaB781,217682,0.793,0.479,6,-6.356,0,0.0426,0.0414,0.0116,0.0874,0.961,96.015,4
2,The Bottom Shelf,"Daniel Boxx, Alex Callais",6oWLIYMZOTNF6M12IHIm8t,170504,0.774,0.601,2,-12.568,1,0.0303,0.0671,0.0151,0.278,0.832,111.344,4
8,Space Jam,Jarren Blair,1jeCSl9xbUp5okqCjtIP8T,257590,0.463,0.582,5,-7.768,0,0.0357,0.702,4.91e-05,0.306,0.289,150.0,4
14,Happiness,Wingtip,5JDL0rNULeovZKR4GNbz4B,171158,0.816,0.72,6,-8.33,0,0.152,0.0398,0.0,0.148,0.81,91.018,4
20,Good As It Gets,Little Hurt,79HFFYAPOd80mvfOkwDv1n,153506,0.659,0.799,5,-4.42,1,0.0889,0.188,0.0,0.069,0.887,153.916,4
26,In Bloom,Hand Made House,07Tq5rrAN2zBqsFhZ8PL26,155333,0.776,0.486,4,-8.044,1,0.0476,0.0175,0.0543,0.103,0.407,140.022,4
32,Dead Ringer,Yoke Lore,20WriEHh4LCUqjoeoWeABm,219961,0.671,0.475,1,-10.118,0,0.0433,0.489,0.0895,0.13,0.581,144.904,4
38,Empathy,The Brazen Youth,4vWbdNa5uE9A9DKgxT544E,263463,0.549,0.686,5,-8.482,1,0.0314,0.339,0.0661,0.0932,0.465,80.036,4
44,I Believe in Us,WILD,1VErmprb2H2avWSo6Lc5Id,168528,0.707,0.739,0,-5.458,1,0.0495,0.0461,1.17e-06,0.214,0.611,100.002,4
0,Cold Cold Man,Saint Motel,6RKGBcDtgzXx21zUjpeu6F,230773,0.613,0.661,9,-4.984,1,0.0263,0.00652,0.0,0.0976,0.509,110.978,4
6,Vowels (and the Importance of Being Me),HUNNY,2yfu1w0yFYHAHnr4p5JS7V,184435,0.484,0.875,4,-5.237,1,0.0541,0.00154,9.64e-05,0.169,0.724,150.021,4
12,still feel.,half•alive,48XkVAagIoQHCsOlJtXUd5,247786,0.779,0.516,10,-6.467,0,0.0521,0.148,0.0,0.0492,0.715,120.026,4
18,Make It Up As We Go,Volunteer,6FnkvQMtvhhK6HWYqJyPSl,210435,0.626,0.848,6,-6.022,1,0.0384,0.289,0.0,0.236,0.944,93.768,4
24,Complainer - Strings & Keys,Cold War Kids,4Djy5N0lfppiLfdkSEx6Xv,223226,0.631,0.313,3,-7.046,0,0.0285,0.506,1.42e-05,0.0603,0.393,98.008,4
30,A Better Way,Andy Hull and Robert McDowell,254wJHeWER7L7ZmqZITZbB,188818,0.516,0.129,10,-14.004,1,0.0409,0.897,0.000305,0.112,0.221,133.479,3
36,You Bring Me Down,Super Doppler,1Hnjb1MgHtzdhkm2bv9xPl,211829,0.437,0.795,2,-6.9,1,0.0424,0.004,0.000266,0.11,0.331,141.563,4
42,Marquee,The 5:55,4eTGXwNcDz0hqsGToYKFig,231012,0.71,0.792,1,-3.691,1,0.0325,0.0404,0.0,0.099,0.948,107.984,4
48,British Bombs,Declan McKenna,4ZdmTNaBTErD8n9AQE0YaX,297714,0.674,0.865,6,-6.167,1,0.0412,0.0462,0.0,0.381,0.694,131.975,4
4,Skin and Bones,Cage The Elephant,6ubPFMzlIg73d1jzzWcC8B,196173,0.539,0.788,9,-3.227,0,0.0396,0.0089,0.0,0.29,0.357,159.986,4
10,Ready To Go (The Low Light Sessions),Bronze Radio Return,1U1lSljnPf21S2401DJlST,221178,0.695,0.453,2,-7.579,1,0.0332,0.955,0.519,0.144,0.124,133.911,4
16,Labyrinth,"Eyes on the Shore, Mojaui",5E8IQIEwvOugeh6Jm9bq3f,276584,0.502,0.477,4,-14.38,0,0.0329,0.0672,0.013,0.124,0.375,91.983,4
22,whywhywhy,MisterWives,21MdRtOTdr2okhh8oRLhhv,200680,0.631,0.819,2,-4.327,1,0.0611,0.0717,0.0,0.127,0.341,113.054,4
28,Reassess Me,The Brazen Youth,3cGZcmHUYPMgF95vqIBaWJ,300414,0.467,0.561,1,-10.336,1,0.0292,0.074,0.00315,0.106,0.148,96.983,4
34,Emma,The Brazen Youth,051kSTwTsidd2WoEuAZc7c,229427,0.511,0.452,2,-11.52,1,0.0276,0.63,0.0078,0.0838,0.272,143.898,3
40,Costa Rica,The National Parks,6Xw6omcxdC0OwWHFPmMpoc,190432,0.508,0.619,2,-7.119,1,0.0338,0.099,0.000183,0.165,0.377,138.186,4
46,Solstice Song,Sure Sure,6VHysVHEJNk0UrO8RGrNgu,215360,0.634,0.48,0,-8.492,0,0.0258,0.338,0.0184,0.0906,0.537,92.029,4
2,Season 2 Episode 3,Glass Animals,4vcoNCrTtunmJ9q8srpVly,243509,0.742,0.289,5,-7.833,0,0.115,0.543,4.57e-05,0.228,0.71,147.986,4
8,Sweet Tangerine,The Hush Sound,3fMxeVaHO93ENmGJtNwpfm,183226,0.546,0.851,0,-5.402,1,0.0367,0.169,0.0,0.334,0.751,144.007,4
14,100 Bad Days,AJR,17FK4etx1u2NK60cptINMS,212783,0.626,0.639,10,-5.62,1,0.085,0.0465,0.0,0.161,0.638,144.009,4
20,Those Nights,Bastille,6qQiQjP0oGnsG3Xa1sSuiJ,269854,0.321,0.54,7,-6.481,0,0.147,0.478,0.0,0.108,0.255,75.07,4
26,Like a Kennedy,Joywave,1DqXuZnzvjbQpFRWmADDJc,247880,0.545,0.549,2,-5.868,1,0.0255,0.306,0.000194,0.108,0.273,137.946,4
32,Stand Tall the Four of Us,Mantaraybryn,2C23u54N9lWdQB7kptcnQA,194166,0.658,0.428,5,-8.197,0,0.0385,0.906,0.0,0.109,0.492,119.839,4
38,Low,JR JR,0zY7t0PVD5OWFIUMozn9dR,198391,0.584,0.763,10,-7.98,1,0.109,0.278,0.0,0.209,0.576,86.0,4
44,Clockwise,Dylan Dunlap,6vTy0PkiphS8MGG85PKt00,238442,0.588,0.572,11,-6.086,1,0.0499,0.0964,0.0,0.269,0.536,79.859,4
0,Crop Circles,Jon Bellion,2SCUNHTUORvAnmWjSsp5Ib,147684,0.793,0.755,4,-4.561,0,0.0737,0.077,0.000271,0.0868,0.664,99.912,4
6,Go Easy - Acoustic,Matt Maeson,5CHrPezdekgcVhWiUuDqHH,236840,0.553,0.313,7,-8.488,0,0.155,0.429,0.0,0.0874,0.446,83.21,4
12,About You (feat. Charles X),"Caravan Palace, Charles X",3r0Lvu3tsHhFvYioLEaaOT,228279,0.67,0.874,2,-4.713,0,0.144,0.549,0.000102,0.138,0.665,105.003,4
18,Hold It Down,Noah Kahan,6xNaObGQT8V8OM5OEm6p3G,196800,0.63,0.363,5,-8.458,1,0.0354,0.193,0.0,0.117,0.376,154.763,4
24,Komorebi,Craft Spells,2ztHL4aV76oeCe6DDWpky3,263691,0.18,0.555,1,-8.784,0,0.0326,0.216,0.417,0.102,0.563,166.476,3
30,Life In The City,The Lumineers,5m5ujaIcyabeTxIV48Gx1D,231360,0.743,0.57,0,-7.376,1,0.0335,0.506,5.18e-05,0.0994,0.273,97.005,3
36,Scavenger,Finish Ticket,40xxCI61nOsrtfoiiNGBl4,210866,0.341,0.869,0,-3.203,1,0.0546,0.000157,0.0,0.119,0.41,155.804,4
42,Stars & Galaxies,Carver Commodore,04DCTRWJPjW7vE0wAZwseB,208629,0.658,0.723,6,-6.337,0,0.0255,0.0904,0.00221,0.156,0.542,91.016,4
48,Morning In America,Jon Bellion,2JXNOtb0ANe6MzgRYDQG2J,265950,0.735,0.665,5,-5.933,1,0.0819,0.129,0.0,0.0803,0.593,102.018,4
4,Bad Times,Ra Ra Riot,4J682aK0qc8TpTrZWojw4h,215080,0.597,0.827,6,-3.713,1,0.0367,0.00506,8.72e-06,0.0692,0.732,148.014,4
10,Catastrophize,Noah Kahan,3JXuMsnzwmqEEqQexK0q8b,198293,0.661,0.823,11,-4.95,1,0.0486,0.135,0.0,0.0387,0.768,155.97,4
16,Kiss the Sky,Shawn Lee's Ping Pong Orchestra,5zVW76plgG9B4904OXXXZd,219822,0.564,0.682,6,-6.46,0,0.0289,0.0838,0.697,0.19,0.302,85.276,4
22,Trampoline,The Unlikely Candidates,3geJxU83R4EzSjIymcXSt2,210590,0.391,0.898,3,-2.953,1,0.076,0.0529,0.0,0.0621,0.638,179.936,4
